Description,AvgProfitMargin,TotalSalesDollars,TargetBrand
Sutter Home Znfdl,32.38731218697829,431.28,No
Svedka 100 Vodka,84.17800619635481,3992.67,No
Svedka Cherry Vodka,40.91814849662767,3156.57,No
Svedka Citron Vodka,36.97125807304617,48739.28999999999,No
Svedka Clementine Vodka,19.695291595222276,111791.07999999999,No
Svedka Colada Vodka,46.8805435517044,923.7,No
Svedka Cucumber Lime Vodka,16.953662561324386,17986.32,No
Svedka Grape Vodka,64.37369405036841,545.58,No
Svedka Grapefruit Jalapeno,88.432248888848,7730.33,No
Svedka Mango Pineapple Vodka,27.859541122310755,100480.37,No
Svedka Orange Cream Pop,79.26706185962134,6261.92,No
Svedka Raspberry Vodka,20.251562479612744,5364.87,No
Svedka Strwbry Lemonad Vodka,20.04851961186043,203750.04,No
Svedka Vanilla Vodka,30.420836540928924,5455.8,No
Svedka Vodka,24.849219697132185,1340318.88,No
Sweet Baby Vyds Blueberry,25.173463995935276,70912.41,No
Sweet Baby Vyds Raspberry,22.8204095809284,27121.38,No
Sweet Baby Vyds Strawberry,22.652407640398035,41616.68,No
Sweet Baby Vyds White Peach,22.88616409732125,44602.8,No
Sweet Carolina Sweet Tea Vdk,18.455215828574175,1455.09,No
Sweet Revenge,32.61104983933079,44075.03,No
Sycamore Lane Cab Svgn Cal,32.145000359976464,18019.850000000002,No
Sycamore Lane Chard Cal,24.583182049242623,23977.34,No
Sycamore Lane Merlot Cal,32.151545007875015,14076.38,No
Sycamore Lane Pnt Grigio Cal,30.11120875216098,20768.46,No
Sycamore Lane Wh Znfdl Cal,32.20998452274422,5114.38,No
Sydney Ann Pinot Grigio Ver,28.19697969591933,1560.77,No
Szigeti Gruner Velt Skt Brut,73.46142169406254,1383.4199999999998,No
T-Vine Grenache Napa,33.75583722481655,26727.170000000002,No
T-Vine Petite Sirah Napa,90.61839933917163,10822.78,No
T-Vine Zinfandel Napa,30.159129887485708,82714.82,No
T.T. Handy Sazerac Rye Whisk,34.159351039004335,8369.07,No
TGI Fridays Long Island Iced,23.323201993363067,60416.49,No
TGI Fridays Ultimte Mudslide,26.616464007241596,79187.04000000001,No
TJ Lot #45 Zinfandel Tilting,33.30950679056469,167.88,No
Taaka Gin,24.078055104103687,137494.66,No
Taaka Vodka,27.372142989116572,284147.5,No
Taaka Vodka Traveler,38.627028419566294,122739.03,No
Taittinger Brut Francaise,31.97211415441656,382.99,No
Taittinger Brut La Francais,30.500770236440864,173745.35,No
Taittinger Brut Millesime,35.06215173596228,419.94,No
Taittinger La Francaise,26.12322091092214,3156.74,No
Takara Sake Sho Chiku Bai G,33.486572936676154,16309.97,No
Taken Red Napa,26.29621741169586,27888.84,No
Talamonti Moda Montepulciano,34.55317170570956,15615.73,No
Talbot St Julien 10,53.10186456113747,4589.82,No
Talbott Kali Hart Mtry Chard,30.202258996585236,37118.25,No
Talbott Kali Hart Vyd Pnt Nr,35.464116659319565,15924.66,No
Talbott Logan Slpy Hl Pnt Nr,43.80672265057702,8731.08,No
Talbott Pnt Nr Santa Lucia,33.43686719168413,21229.77,No
Talbott Sleepy Hollow Chard,28.64794192543043,39466.5,No
Talisker 10-Yr Single Malt,18.42059714175539,166564.47,No
Talisker 18 Yr Old Scotch,37.407592997169395,50070.61,No
Talisker Distillers Edition,29.054311129519288,37374.659999999996,No
Talisker Storm Scotch,11.058631461522236,78195.39,No
Tall Ship Appledore Rum,20.954254324546675,14610.779999999999,No
Tall Ship Cedar Island Spice,28.28180932966255,12847.41,No
Tall Ship White Island Rum,15.704495465132947,12334.429999999998,No
Talley Vyds Chard,20.91972987181043,6182.25,No
Talley Vyds Pnt Nr,21.652455580431564,2099.2999999999997,No
Tamari RSV Malbec Mendoza,37.14965735155321,5604.87,No
Tamaya Svgn Bl,37.485453213223565,2320.1,No
Tamellini Soave DOC,33.3555703802535,179.88,No
Tangent Albarino,94.14003181177037,1666.05,No
Tangent Chard,79.27017927017927,21428.55,No
Tangent Pnt Gris,76.77849428334058,2527.7,No
Tangle Ridge Canadian Whisky,26.872950475069363,237.85999999999999,No
Tanqueray,27.174826685979646,3456697.9,No
Tanqueray Bloomsbury,79.68481730083565,46123.09,No
Tanqueray Old Tom Gin,94.60606160272327,1824.27,No
Tanqueray Rangpur Gin,28.22768215630208,265131.66,No
Tanqueray Sterling Vodka,29.70733784761975,582563.9199999999,No
Tanqueray Ten Gin,26.892676828722788,139140.41999999998,No
Tanteo Jalapeno Tequila,27.900921199366508,74696.1,No
Tanteo Tropical Tequila,69.92248062015504,199.95000000000002,Yes
Tap 357 Maple Rye Whisky,24.336826721238953,15573.23,No
Tapiz Malbec Mendoza,32.505339086865554,63582.97,No
Tarantas Tempranillo,21.463857243673743,1091.09,No
Tarantula & Margarita Mix,6.660709201002094,12186.39,No
Tarantula Azul Tequila,36.72531230869888,67014.26999999999,No
Tarantula Azul Tequila Gift,34.12248937624206,3819.27,No
Tardieu Laurent Le Becs Fins,92.44046574220349,2221.83,No
Tarima 14 Blanco Alicante,75.7526341018676,2127.86,No
Tarima Monastrell Jumilla,36.91730200502529,12771.41,No
Tariquet Sauvignon,10.662047729022328,1247.04,No
Tasca D'Almerita Lamuri Nero,51.88408319554433,459.64,No
Tasca D'Almerita Leone 11,54.32683868702826,1025.46,No
Tasca D'Almerita Rosso 06,79.91724112250455,2148.4100000000003,No
Tatoosh Bourbon,80.20612107712434,5786.89,No
Tatoosh Whiskey,79.57362481226905,1604.69,No
Tavernello Pinot Grigio IGT,31.02585487906589,71.94,No
Tavernello Pnt Grigio,44.07345575959932,143.76,No
Taylor Cream Sherry,32.752453648786975,39386.24,No
Taylor Dry Sherry,28.191927970616007,66355.58,No
Taylor Fladgate 10-Yr Tawny,37.9471851304913,72904.09,No
Taylor Fladgate 11 Port,69.084494687035,1407.78,No
Taylor Fladgate 20-Yr Tawny,30.09772220977575,91592.28,No
Taylor Fladgate 30 yr Tawny,32.552546099232174,2419.78,No
Taylor Fladgate LBV Port,34.11542897014582,26456.27,No
Taylor Golden Sherry,32.49583399821775,13724.19,No
Taylor Lake Country Red,33.02174319160338,57008.65,No
Taylor Lake Country Wh,34.167709637046315,63.92,No
Taylor Madeira NY,33.91740746450166,4670.64,No
Taylor New York Marsala,28.274926992073425,575.28,No
Taylor Nys Cream Sherry,33.46004844640418,37059.51,No
Taylor Red Port,27.306865279073843,132114.47,No
Taylor Sherry,32.082297817030316,20547.58,No
Taylor Tawny Port,31.508555059859066,51799.17,No
Teachers Highland Cream,19.498385447781743,65934.69,No
Teeling Irish Whiskey,13.075174902860386,40732.61,No
Tellus Chardonnay,24.85654188087415,1573.6299999999999,No
Telmo Rodriguez Gaba do XII,34.59399332591768,107.88,No
Templeton Rye Whiskey,28.53240127623891,107873.22,No
Tempranillo Vente Mazzaron,31.1456763128979,5433.21,No
Temptation Znfdl,53.87123064384678,441.71999999999997,No
Tempus Fugit Gran Classico,24.231057764441115,39.99,No
Tempus Fugit de Violettes,21.885419824189153,32.99,No
Ten High,34.03481493897792,131845.7,No
Ten High Bourbon,40.705568081560635,816.08,No
Tenet Syrah The Pundit,44.85105313909712,2706.6699999999996,No
Tenshen Red,92.36205779698543,13446.03,No
Tenshen White,87.7431906614786,4605.44,No
Tentaka Kuni Hawk Heavens J,55.86348473184501,467.64,No
Tenuta Alzatura Sagrantino,76.69668167417042,6476.76,No
Tenuta Guado Al Tasso Bructo,33.895119499422655,12444.83,No
Tenuta San Guido 09 Sassacia,83.76669215836226,2039.88,No
Tenuta Santo Pietro Imago 11,45.62186788154898,329.25,No
Tenuta Santo Pietro Percept,30.438583621491453,14858.74,No
Tenuta Santo Pietro Pio Il C,32.37459801195473,11486.66,No
Tenuta Santo Pietro Viper Su,30.107699090151474,17170.99,No
Tenuta Sette Cieli Indaco,83.36922043944341,2159.55,No
Tenuta Sette Cieli Yantra,73.91651852770543,725.67,No
Tenuta Sette Ponti Crognolo,69.42864209745238,1091.61,No
Tenuta Sette Ponti Oreno,68.20326204199036,2753.4900000000002,No
Tenuta di Arceno Chianti Cls,32.72466468509235,13524.599999999999,No
Tenuta di Biserno Il Pino,68.1716183466475,779.87,No
Tenuta di Capraia 11 Chianti,30.244028264132066,2558.72,No
Tenuta la Favola Bianco,34.19096626643796,419.76,No
Tequila Ocho Plata Fresno,25.540808487430393,15346.93,No
Tequila Rose Liqueur,26.03899012435348,92026.38,No
Tequila Rose Strawberry Gift,31.909198516887116,9698.52,No
Tercos Torrontes,38.358738776362486,1005.6899999999999,No
Terlato Fmly Vyd Angels Peak,82.29104419444516,1154.67,No
Terlatto & Chapoutier Shiraz,14.522663630665905,60869.549999999996,No
Terra D'Oro Pnt Grigio,29.13325206903189,1870.44,No
Terra D'Oro Znfdl,32.443703085904914,143.88,No
Terra Mia Lacryma Christi Wh,32.621618498594124,778.87,No
Terra d'Oro Ch Bl/Viognier,65.97767215651598,4975.85,No
Terra d'Oro Deaver Vyd Znfdl,54.84038645741543,17737.53,No
Terra d'Oro Znfdl Port,29.07170650361311,11081.839999999998,No
Terra de Touros Red,22.8872155768481,487.39,No
Terra de Touros White,84.20572315696722,953.32,No
Terrabianca Campaccia,40.16578190760322,14037.72,No
Terrasole 07 Brunelo d Montl,94.14767802045257,16496.7,No
Terrazas Alto Cab Svgn Argn,28.797567879232624,190.78,No
Terrazas Alto Chard Mendoza,12.397110096689556,278.21,No
Terrazas Alto Malbec Argn,40.32831241463683,16993.57,No
Terrazas RSV Malbec Mendoza,37.91253922837722,52337.75,No
Terrazas Torrontes Rsv 10,35.358624318969795,6460.8,No
Terre Rouge Syrah Les Cotes,40.63211053018252,9813.789999999999,No
Terre du Lion Saint-Julien,88.80323529158153,1159.71,No
Terrilogio Primitivo,42.95952782462057,189.76,No
Terroirs du Rhone,30.057547204961892,18518.71,No
Terruzzi & Puthod Vernaccia,32.46492985971944,4.99,No
Thatchers Organic Coffee Hou,21.221221221221224,99.9,No
Thatchers Organic Cucumber,24.824824824824827,539.46,No
Thatchers Organic Pomegranat,27.527527527527536,269.73,No
The Beach House Chard,36.45068090281072,28987.25,No
The Beach House Pinot Grigio,34.21256647920585,51982.42,No
The Beach House Red,28.693994280266917,503.52,No
The Big Easy Red,30.861282092088445,5843.73,No
The Black Grouse Scotch,8.41619104573995,77304.21,No
The Botanist Islay Dry Gin,10.691776811858466,99373.38,No
The Calling Cab Svgn Rio Lgo,31.251010432826433,8721.51,No
The Calling Dutton Chard RRV,29.39221548758874,7736.129999999999,No
The Calling Pnt Nr RRV,12.999900275567638,7921.83,No
The Chocolate Block Red,36.74173442429528,779.74,No
The Club Mudslide,91.32567599904283,83.58,Yes
The Club Strawbry Margarita,98.97403685092128,143.28,Yes
The Crossings Svgn Bl Marlbo,34.204308184505564,49761.1,No
The Crusher 12 Sugar Beet Rd,31.52251608291637,167.88,No
The Crusher Cab Svgn,31.304224150192013,10757.43,No
The Crusher Pnt Nr,35.780397814505946,6155.13,No
The Culprit Red,12.341170585292643,399.79999999999995,No
The Curator Red,31.03103103103102,359.64,No
The Curator White,32.93293293293292,119.88,No
The Dalmore 12Yr Single Malt,40.6894693192835,95329.26,No
The Deveron 12 Yr Scotch,45.79073402504375,11592.52,No
The Divining Rod Cab Svgn,34.93545558570402,16901.54,No
The Divining Rod Chard,9.635992161114128,239.83,No
The Divining Rod Red,24.15986176527967,10764.3,No
The Dreaming Tree CC Chard,27.30497965447028,48796.96,No
The Dreaming Tree Cab Svgn,37.00490453984917,192234.14,No
The Dreaming Tree Crush Red,40.98288670626346,238209.55,No
The Dreaming Tree Everyday,69.48832185770218,15925.05,No
The Dreaming Tree Pnt Nr CA,36.252615102536915,57856.24,No
The Dreaming Tree Svgn Bl,3.535549619190555,20708.52,No
The Famous Grouse,26.738126473951795,520259.83999999997,No
The Feathery Blended Scotch,56.281658250917175,15122.44,No
The Federalist 1776 Zinfande,23.015856421599395,22478.59,No
The First Lady Cab Svgn,31.947652040030793,779.4,No
The Gifted Horse,21.884376875375075,12147.57,No
The GlenDronach Cask Strngth,97.09510207016466,4589.49,No
The Glendronach 12 Yr Scotch,28.701789071021032,36802.340000000004,No
The Glenlivet 12 Yr Gift Pk,32.14524105809651,44374.78,No
The Glenlivet 12 Yr Single,25.787938899845265,1721078.0299999998,No
The Glenlivet 15Yr FrenchOak,25.113455922605336,413475.55,No
The Glenlivet 18 Yr Single,33.541321523396775,203200.63999999998,No
The Glenlivet 25 Yr Old,21.228300202599346,5399.82,No
The Glenlivet Archive 21 Yr,15.441139371247962,44197.71,No
The Glenlivet Founders Res,36.160171733912186,128328.76000000001,No
The Glenlivet Nadurra 16 Yr,37.955885813175044,81684.37999999999,No
The Glenlivet Oloroso Nadu,85.25852308466474,794.9,No
The Glenturret 27 Yr Old,96.39243866955252,4199.79,No
The Great American Wine Chrd,39.76798847524452,131.89,No
The Immortal Zin,35.02919099249374,503.58,No
The Insider Cab Svgn,11.195947434109085,953.4699999999999,No
The Irishman Irish Whiskey,72.0919540229885,587.25,No
The Irishman Single Malt,3.119334510880666,30877.74,No
The London No 1 Gin,0.2218307003235293,22192.6,No
The Loop Svgn Bl,33.30950679056469,167.88,No
The Macallan 10 Yr Fine Oak,22.739771781859112,117841.64,No
The Macallan 12 Yr Old,29.537030059280905,725793.21,No
The Macallan 17Yr Old Scotch,85.33425350552606,6969.71,No
The Macallan 18 Yr Old,39.12237453015144,133394.74000000002,No
The Macallan 21 Yr Old,27.007093971686615,1919.94,No
The Macallan 25 Yr Old,12.806720103407343,29119.79,No
The Macallan Edition No 1,92.013601360136,22497.75,No
The Macallan Fine Oak 15 Yr,33.74245466265039,156141.13,No
The Macallan MOP,25.92617284115228,1499.99,No
The Macallan No.2 Edition,15.038857837673797,29097.09,No
The Macallan Rare Cask,6.288471665305745,64147.86,No
The Messenger Telegram Red 1,31.288666014898304,14002.929999999998,No
The Messenger Telegram Red 2,2.513324591246675,39487.14,No
The Messenger Telegram White,69.0746325817416,208.89,Yes
The Monterey Vyds Chard,44.59057281914131,5436.62,No
The Monterey Vyds Pnt Nr,40.31058850900067,17537.03,No
The Naked Grape Box Merlot,20.997758157814623,10839.3,No
The Naked Grape Box Moscato,0.7675875673299888,1956.78,No
The Naked Grape Cab Svgn,14.329307046711426,10841.07,No
The Naked Grape Chard,34.97298610889508,8147.66,No
The Naked Grape Harvest Red,25.330565646081986,4817.5,No
The Naked Grape Moscato,28.433053589148056,25859.34,No
The Naked Grape Pnt Grigio,25.805295817884865,67132.58,No
The Naked Grape Pnt Nr,31.93405560048028,13058.880000000001,No
The Offering Rhone,34.21804818293181,97.96,No
The Other Red,33.29873797453209,30254.54,No
The Pass Svgn Bl,35.483870967741936,431.52,No
The Path Cab Svgn,42.098938630184705,10335.7,No
The Path Merlot,45.87155963302752,287.76,No
The Path Pnt Nr,39.639538725269865,7052.63,No
The Peach Chenin Bl/Viognier,39.373960508800906,6866.34,No
The Pessimist Cab Svgn,36.34862991086166,90.86999999999999,No
The Pinot Project Pnt Nr,33.62780336116671,16918.53,No
The Pogues Irish Whiskey,25.954682865273888,20770.51,No
The Prisoner Red Napa Valley,56.81382447433262,177568.56,No
The Royal Chenin Blanc,64.54398273070696,203.83,No
The Rule Cab Svgn Napa Vly,4.642075524252909,5026.2,No
The Seeker Malbec,35.54514830510749,9318.29,No
The Seeker Svgn Bl,30.89836175347714,17203.76,No
The Shepherd Svgn Bl,36.0667704549386,8671.5,No
The Show Malbec Argentina,26.10985344930299,1678.6,No
The Steward's Solera Bourbon,71.89754960410498,14928.2,No
The Tractor Guy Pnt Nr,58.37662420954067,1559.22,No
The Transcendentalist,27.63129689174705,1119.6,No
The Tweeddale 12 Yr Old,64.96244574448008,1324.75,No
The Usual Suspect Cab Svgn,27.79064779064779,349.65,No
The Wolftrap Syrah Vio Mourv,29.919613369970204,27072.91,No
Thierry Delaunay Tour Svgn B,1.6979222725482097,23301.420000000002,No
Thorny Rose Cab Svgn,36.67234525837592,6779.85,No
Thorny Rose Red,35.25214006550736,3791.94,No
Thorny Rose Svgn Bl NZ,31.881115942836036,7901.4800000000005,No
Three Knights Svgn Bl,28.319448333991136,54954.99,No
Three Olives Berry Vodka,17.39562264255782,40313.82,No
Three Olives Blueberry Vodka,43.792265406231344,41937.369999999995,No
Three Olives Cake Vodka,41.82788525683789,239.84,No
Three Olives Cherry Vodka,29.367381549004484,137643.63,No
Three Olives Chocolate Vodka,87.92534784902935,9001.75,No
Three Olives Dude Vodka,81.67302792025284,914.39,No
Three Olives Elvis Presley,43.162108072048035,119.92,No
Three Olives Espresso Vodka,20.80178104768962,143416.71,No
Three Olives Grape Vodka,64.39502149905691,161175.13,No
Three Olives Jacked Apple,97.64017959695101,670.39,No
Three Olives Loopy Vodka,45.640914468135094,78941.95,No
Three Olives Mango Vodka,1.551813358438342,1603.93,No
Three Olives Orange Vodka,9.71165204593427,2065.56,No
Three Olives Peach Vodka,5.462495703616705,26359.38,No
Three Olives Pomegranate,32.57436220342158,87030.1,No
Three Olives Raspberry Vodk,18.776524828656417,83992.06,No
Three Olives Strawberry,21.875153667043275,33554.69,No
Three Olives Tomato Vodka,65.24667238476445,314.79,Yes
Three Olives Vanilla Vodka,21.945985742142824,86087.27,No
Three Olives Vodka,47.260878481044266,1555364.1400000001,No
Three Olives Vodka w/Flask,92.29487585285221,4549.44,No
Three Olives Vodka w3 50mls,2.6840763109960646,26077.5,No
Three Olives Whipped Cream,89.34155016957564,483.56,Yes
Three Saints Steak House Red,32.45175125089349,167.88,No
Three Thieves Bandit Merlot,31.038798498122645,95.88,No
Three Thieves Bnd Pnt Grigio,30.097481006187305,567.29,No
Three Wishes Cab Svgn,21.56266762023959,223.72,No
Three Wishes Merlot,17.458966565349538,246.75,No
Three Wishes Pnt Grigio Colm,21.364174952346595,194.10999999999999,No
Thunevin Calvet Cuvee Constn,14.641508521502233,9925.48,No
Tia Maria Coffee Liqueur,32.09807246622576,106146.0,No
Tiamo Chianti,60.59007952162448,481.63,No
Tiamo Pnt Grigio,36.25377643504532,635.52,No
Tiamo Prosecco,10.585778738953723,804.5699999999999,No
Tiefenbrunner Pnt Grigio,34.04181687160152,43892.81,No
Tierra de Antes Malbec Mndza,42.86153137239843,130.21,No
Tierruca Svgn Bl Rsva,25.531914893617014,191.76,No
Tijuana White Tequilla,28.58731924360401,8.99,No
Tikal Natura Malbec,22.539662315500124,9575.21,No
Tiki Sound Svgn Bl,67.75121667533898,326.71,Yes
Tilia Chard Mendoza,40.573629548111974,4361.7,No
Tilia Malbec Mendoza,41.7038384205748,88866.76,No
Tilia Malbec Syrah  Mendoza,35.992133181706954,11115.04,No
Tin Barn Cab Svgn Sonoma Cty,10.885330652689024,1671.24,No
Tin Barn Svgn B Hi Vista Vyd,0.9380863039399625,1439.1,No
Tin Barn Znfdl RRV Gilsson,32.42382901318781,263.88,No
Tin Cup Whiskey,18.723023005277447,73331.0,No
Tineta Avante 10 Tinto Fino,33.30300272975432,6846.77,No
Tineta Tinto Fino Ribera Del,8.538752169917288,489.65,No
Tintero Langhe Arneis,77.14700439451907,2004.77,No
Tintonegro Mendocino Malbec,27.813163481953286,1780.3799999999999,No
Tippy Cow Choclate Rum Cream,46.42321160580289,479.76,No
Tippy Cow Shamrock Mint,87.24452472049046,3089.3399999999997,No
Tippy Cow Vanilla Soft Serve,40.970485242621315,239.88,No
Tisdale Cab Svgn Cal,32.33082706766919,574.5600000000001,No
Tisdale Chard Cal,28.288930418531876,690.27,No
Tisdale Merlot Cal,37.5598086124402,1053.3600000000001,No
Tisdale Shiraz Cal,25.340067726568332,522.69,No
Tisdale Vyds Pnt Grigio,35.087719298245624,1244.88,No
Tisdale Vyds Pnt Nr,31.42129517341742,494.76000000000005,No
Tisdale Vyds Sweet Red,19.48621553884713,191.52,No
Tisdale Vyds Wh Znfdl Cal,36.26876555938342,1193.01,No
Tito's Handmade Vodka,28.95363446738052,7399657.58,No
Tiziano Chianti,31.80639800236984,7232.57,No
Tiziano Pnt Gr Delle Venezie,26.35139875129586,1282.93,No
Tiziano Prosecco,39.022954679223076,1529.1,No
Toad Hollow Mendocino Chard,36.09542540856731,88514.79,No
Toad Hollow Risque Sparkling,40.42700076706724,1173.3,No
Toad Hollow Rose Eye Pnt Nr,63.164905333754874,1929.41,No
Toasted Head BB Oaked Svgn B,82.34314442697713,642.47,No
Toasted Head Cab Svgn,38.832185098092374,55479.340000000004,No
Toasted Head Chard,37.00830542600876,360783.42,No
Toasted Head Merlot Cal,35.6168783810604,12545.99,No
Toasted Head Untamed Red,24.602899400096042,6142.65,No
Tohu Chard Marlborough NZ,21.238134026755223,3830.28,No
Tohu Pnt Nr Marlboro,22.00929970410032,1135.52,No
Tohu Svgn Bl Marlboro,38.58861946232162,74360.81,No
Tolaini Al Passo Toscana,28.682347939175663,15993.599999999999,No
Tom Cat Barrel Aged Gin,8.113838117904164,56959.48,No
Tom Eddy Cab Svgn Napa,57.5177304964539,1099.8,No
Tom Eddy Mt Veeder Cab S Rsv,81.181348036073,3743.52,No
Tom Gore Cabernet Svgn CA,27.806048038785214,35551.69,No
Tom Gore Chardonnay CA,18.368870976387598,21827.09,No
Tomada de Castro Albarino,33.35186214563646,215.88,No
Tomahawk Maple Cream Liqueur,69.02994273379583,3644.85,No
Tomaiolo Chianti Clsco Rsva,25.118749382869844,72006.69,No
Tomaiolo Pinot Grigio,34.36832538272151,37403.83,No
Tomaiolo Toscana,19.00460477575478,11837.710000000001,No
Tomatin 12 Yr Old Scotch,33.657519412730025,62703.7,No
Tomatin 18 Yr Single Malt,45.817339591701945,19502.42,No
Tommasi Amarone,31.667816272142975,6379.0,No
Tommasi Pinot Grigio Le Ros,34.038795872326816,12406.99,No
Tommasi Poggio Al Tufo Rompi,32.99907915879348,30700.19,No
Tommasi Poggio Tufo Cab Svgn,74.78960441923405,269.73,Yes
Tommasi Tenuta Filo Prosecco,33.31616454429374,11590.8,No
Tommasi Valpo Clsc Supr Rafl,38.98390988392844,33620.64,No
Tommaso Bussola Amarone Clsc,61.04350725120854,899.8499999999999,No
Tommy Guns Vodka,18.315472846378334,77268.33,No
Tons de Durum Douro Red,77.91109899100081,733.4,No
Tooters Ala-Bama Slama 15 Pk,18.57742269078118,62041.76,No
Tooters Apple-tini 15 Pk,8.768792504590492,53213.37,No
Tooters Blu-D Kamikazi 15 Pk,24.43630796809747,63035.75,No
Tooters Red-diculous 15 Pk,9.664889236246575,64000.63,No
Torii Mor Pnt Nr Deux Verres,43.98399542726494,594.83,No
Torino Don David RSV Malbec,40.01110252193266,28912.35,No
Tormaresca Neprica Puglia,38.003073062772245,709.39,No
Tormaresca Primitivo,39.88161829017757,491.63,No
Torna Sorrento Limoncello,87.85598735939205,265.81,Yes
Torre Migliori Monte d'Abruz,33.58836166283496,1061.32,No
Torremoron Tinto,86.44547780334358,1242.98,No
Torres Altos Ibericos Rioja,27.855964013885696,10488.49,No
Torres Celeste Crianza,29.908255420569763,10052.91,No
Torres Sangre de Toro Catal,37.98107974621025,5527.41,No
Torresella Pinot Grigio Ven,50.35212328093771,17597.53,No
Torresella Prosecco Xtra Dry,39.06930985606928,21863.99,No
Torrontes Jelu San Juan,13.040913595394265,2542.92,No
Tortilla Gold Tequila Liquer,25.973062567110883,258592.57,No
Tortiose Crk La Charmel Mus1,32.37193982473057,5859.55,No
Tortoise Creek Cab Svgn,20.13766842413591,819.36,No
Tortoise Creek Cal Pnt Nr,32.40954580446497,1805.61,No
Tortoise Creek Chard,15.121404879169473,696.43,No
Tortoise Creek Rose le Charm,32.02776479949635,52480.840000000004,No
Tortoise Creek Znfdl,31.526271893244374,143.88,No
Totts Brut Calif,30.518368576925038,21005.71,No
Totts Extra Dry,32.35568364838519,18049.41,No
Toucas Vinho Verde DOC,35.389240650480566,878.12,No
Tozai Blossom of Peace,28.619036450805314,7333.719999999999,No
Tozai Nigori Voice Mist Sake,31.969076853115048,131.94,No
Tozai Snow Maiden Junmai Ngr,33.5555657233873,449.57,No
Tozai Typhoon Sake,21.575984990619137,79.95,No
Tozai Well of Wisdom Sake,29.74067488256879,14593.65,No
Tracia Malbec,57.48209702572853,11439.44,No
Tracia Syrah,88.49577214063194,44.94,Yes
Trackers Crossing Moscato,21.193541794400154,146.79,No
Trader Joe's Chard 720 Btls,32.45382585751979,45.48,No
Trader Joe's Pet Rsv Merlot,35.11348464619493,89.88,No
Trader Joe's Petit Rsv Znfdl,31.06546854942234,93.48,No
Tranzind Red Blend,39.572352659319606,2504.4,No
Trapiche Broquel Mndz Malbec,43.3676361799828,106683.08,No
Trapiche Cab Svgn Oak Cask,55.646826806472546,24491.1,No
Trapiche Chard,35.058430717863104,1725.12,No
Trapiche Malbec,34.2237061769616,646.92,No
Trapiche Malbec Mendoza Oak,48.418797159913005,135124.03,No
Travis Hasse's Apple Pie Liq,48.08520030901666,271.83,No
Treana Red Calif,56.58591627982196,29928.03,No
Treana White Table Central,31.962201222901616,215.88,No
Trefethen Cab Svgn,19.53557263981992,21698.98,No
Trefethen Chard Napa,30.37835156659043,28305.420000000002,No
Trefethen Merlot Napa,33.78344586146537,479.88,No
Trentadue Merlot Alex Vly,27.73229929628033,208.89,No
Trentadue Old Patch Red Son,42.76001966751143,16351.84,No
Trentadue Znfdl Alex Vly,34.224370549318344,9342.67,No
Tres Agaves Anejo Tequila,12.659491027379962,23879.870000000003,No
Tres Agaves Blanco Tequila,28.299770666465278,32045.03,No
Tres Generaciones Reposado,19.233026314511477,31916.61,No
Tribuno Dry Vermouth,27.33579480611067,42909.270000000004,No
Tribuno Sweet Vermouth,20.82866227570831,71058.14,No
Triennes Rose 2012,21.788224112878915,10942.7,No
Triga Alicante Tinto 11,35.06753376688344,4077.96,No
Triibe Celtic,68.42204309506633,318.83,Yes
Trim Cabernet Sauvignon,29.973606070603758,727.4399999999999,No
Trimbach Gewurztraminer,32.18510309791812,16062.4,No
Trimbach Pnt Bl,29.922872734171513,31678.81,No
Trimbach Pnt Gris Rsv,22.740987771954906,1511.28,No
Trimbach Riesling,33.17948275962349,18912.289999999997,No
Trinchero BRV Cab Svgn Napa,12.467319284475783,1839.77,No
Trinchero Main St Cab Svgn,31.818630760686716,30880.65,No
Trinity Oaks Cab Svgn Cal,28.1351689612015,1997.5,No
Trinity Oaks Chard Cal,28.924669350201267,1478.1499999999999,No
Trinity Oaks Merlot Cal,31.914893617021278,958.8,No
Trinity Oaks Pnt Grigio Cal,32.41551939924906,2588.7599999999998,No
Trinity Oaks Pnt Nr Cal,18.81092241213926,1094.6299999999999,No
Triple Crown Blended Whiskey,94.39001227619113,1295.19,No
Triple Eight Vodka,24.257580493904342,63.98,No
Triton Avante Mencia,95.18561924165661,2773.15,No
Trivento Amado Sur Malbec,32.158596441402025,28731.54,No
Trivento Birds & Bees Sw Red,31.075110456553762,244.44,No
Trivento Golden RSV Malbec,34.65982028241336,93.48,No
Trivento Rsv Cab Malbec,47.86978235894817,12534.4,No
Trivento Select Mendz Malbec,41.14399016844332,35550.83,No
Trois Couronnes CdR Red,24.261513359229504,19851.07,No
Trombetta Family Pnt Nr Gaps,84.27068528586791,3989.43,No
Trombetta Family Wines Pnt N,72.50695422103288,2649.4700000000003,No
Troublemaker Red,50.25544164381404,47977.69,No
Truchard Carneros Cab Svgn,7.9180544385541545,7124.73,No
Truchard Carneros Chard,34.27247451343836,5287.099999999999,No
Truchard Carneros Pnt Nr,46.28135455633864,15694.289999999999,No
Truchard Vyds The Shepard Rd,14.012009982889584,917.5699999999999,No
Truchard Znfdl,33.755837224816545,48282.79,No
True Myth Cab,56.39964997016644,31105.92,No
True Myth Chard,50.97312663879927,18664.58,No
True Myth Chard Keg,34.21010321875302,310.99,No
Truuli Peak Vodka,92.16023182864707,2636.43,No
Truvee Chard,20.89060108002624,1783.29,No
